tab	specimens																											
specimen	primary_grain_size	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site	strat_level	grain_size
CF-179a	3	CF-179a_LP-DIR-T	CF-179		mt	281.1	26.5	3	7	0	6.6	6.8	863	798	K		hargrave 2021-02-16 12:22:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	89.7	fine
CF-17a	3		CF-17													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	8.7	fine
CF-17a	3	CF-17a_LP-DIR-T	CF-17		mt	283.7	52	3	8	100	6.7	6.2	873	773	K		hargrave 2020-11-24 21:50:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	8.7	fine
CF-17a	3	CF-17a_LP-DIR-T	CF-17		mt	293.6	46.7	3	8	0	6.7	6.2	873	773	K		hargrave 2020-11-24 21:50:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	8.7	fine
CF-17a	3	CF-17a_LP-DIR-T	CF-17		ht	291.7	33.7	3	13	100	0	6.4	954	923	K		hargrave 2020-11-24 21:50:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	8.7	fine
CF-17a	3	CF-17a_LP-DIR-T	CF-17		ht	191.9	-53.5	3	13	-1	0	6.4	954	923	K		hargrave 2020-11-24 21:50:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	8.7	fine
CF-17a	3	CF-17a_LP-DIR-T	CF-17		lt	12.1	72.5	3	3	0	27.4	12	473	273	K		hargrave 2020-11-24 21:50:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	8.7	fine
CF-17a	3	CF-17a_LP-DIR-T	CF-17		lt	197.5	5.7	3	3	-1	27.4	12	473	273	K		hargrave 2020-11-24 21:50:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	8.7	fine
CF-17a	3	CF-17a_LP-DIR-T	CF-17		mt	184.3	-35.1	3	8	-1	6.7	6.2	873	773	K		hargrave 2020-11-24 21:50:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	8.7	fine
CF-17a	3	CF-17a_LP-DIR-T	CF-17		ht	296.5	27.6	3	13	0	0	6.4	954	923	K		hargrave 2020-11-24 21:50:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	8.7	fine
CF-17a	3	CF-17a_LP-DIR-T	CF-17		lt	38.3	80.5	3	3	100	27.4	12	473	273	K		hargrave 2020-11-24 21:50:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	8.7	fine
CF-180a	2		CF-180													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	90.2	very fine
CF-181a	2		CF-181													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	91	very fine
CF-182a	2		CF-182													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	91.5	very fine
CF-182a	2	CF-182a_LP-DIR-T	CF-182		lt	133.1	23	3	3	-1	58	13.3	573	373	K		hargrave 2021-02-16 18:40:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	91.5	very fine
CF-182a	2	CF-182a_LP-DIR-T	CF-182		mt	289.5	27.2	3	14	100	8.5	7.2	913	723	K		hargrave 2021-02-16 18:40:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	91.5	very fine
CF-182a	2	CF-182a_LP-DIR-T	CF-182		lt	2.3	51.9	3	3	100	58	13.3	573	373	K		hargrave 2021-02-16 18:40:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	91.5	very fine
CF-182a	2	CF-182a_LP-DIR-T	CF-182		ht	278.9	20	3	7	100	0	4.3	957	945	K		hargrave 2021-02-16 18:40:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	91.5	very fine
CF-182a	2	CF-182a_LP-DIR-T	CF-182		mt	293.2	21.5	3	14	0	8.5	7.2	913	723	K		hargrave 2021-02-16 18:40:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	91.5	very fine
CF-182a	2	CF-182a_LP-DIR-T	CF-182		lt	359.6	42.2	3	3	0	58	13.3	573	373	K		hargrave 2021-02-16 18:40:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	91.5	very fine
CF-182a	2	CF-182a_LP-DIR-T	CF-182		ht	281.9	15.9	3	7	0	0	4.3	957	945	K		hargrave 2021-02-16 18:40:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	91.5	very fine
CF-182a	2	CF-182a_LP-DIR-T	CF-182		mt	184.8	75.4	3	14	-1	8.5	7.2	913	723	K		hargrave 2021-02-16 18:40:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	91.5	very fine
CF-182a	2	CF-182a_LP-DIR-T	CF-182		ht	233	74.7	3	7	-1	0	4.3	957	945	K		hargrave 2021-02-16 18:40:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	91.5	very fine
CF-183a	3	CF-183a_LP-DIR-T	CF-183		mt	274.7	37.6	2	13	0	14.8	7.6	913	773	K		hargrave 2021-02-16 18:42:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	92.3	fine
CF-183a	3	CF-183a_LP-DIR-T	CF-183		ht	277.8	29	2	6	100	0	8	957	945	K		hargrave 2021-02-16 18:42:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	92.3	fine
CF-183a	3	CF-183a_LP-DIR-T	CF-183		mt	266.8	40.1	2	13	100	14.8	7.6	913	773	K		hargrave 2021-02-16 18:42:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	92.3	fine
CF-183a	3	CF-183a_LP-DIR-T	CF-183		ht	112.4	45.1	2	6	-1	0	8	957	945	K		hargrave 2021-02-16 18:42:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	92.3	fine
CF-183a	3	CF-183a_LP-DIR-T	CF-183		mt	132.9	48.1	2	13	-1	14.8	7.6	913	773	K		hargrave 2021-02-16 18:42:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	92.3	fine
CF-183a	3	CF-183a_LP-DIR-T	CF-183		ht	282.5	24.9	2	6	0	0	8	957	945	K		hargrave 2021-02-16 18:42:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	92.3	fine
CF-183a	3		CF-183													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	92.3	fine
CF-185a	4		CF-185													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	94.1	medium
CF-185a	4	CF-185a_LP-DIR-T	CF-185		ht	309	39.6	2	7	0	0	11.4	953	937	K		hargrave 2021-02-16 12:27:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	94.1	medium
CF-185a	4	CF-185a_LP-DIR-T	CF-185		mt	295	30	2	10	0	3.7	4.5	883	773	K		hargrave 2021-02-16 12:27:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	94.1	medium
CF-185a	4	CF-185a_LP-DIR-T	CF-185		ht	302.8	47.2	2	7	100	0	11.4	953	937	K		hargrave 2021-02-16 12:27:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	94.1	medium
CF-185a	4	CF-185a_LP-DIR-T	CF-185		mt	289.7	35.9	2	10	100	3.7	4.5	883	773	K		hargrave 2021-02-16 12:27:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	94.1	medium
CF-185a	4	CF-185a_LP-DIR-T	CF-185		mt	128.1	53.7	2	10	-1	3.7	4.5	883	773	K		hargrave 2021-02-16 12:27:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	94.1	medium
CF-185a	4	CF-185a_LP-DIR-T	CF-185		ht	133.8	39.3	2	7	-1	0	11.4	953	937	K		hargrave 2021-02-16 12:27:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	94.1	medium
CF-186a	4	CF-186a_LP-DIR-T	CF-186		mt	293.7	44.4	1	21	100	0.8	2	951	723	K		hargrave 2021-02-13 12:01:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	94.6	medium
CF-186a	4	CF-186a_LP-DIR-T	CF-186		mt	300.4	37.9	1	21	0	0.8	2	951	723	K		hargrave 2021-02-13 12:01:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	94.6	medium
CF-186a	4	CF-186a_LP-DIR-T	CF-186		mt	138.9	58.4	1	21	-1	0.8	2	951	723	K		hargrave 2021-02-13 12:01:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	94.6	medium
CF-186a	4		CF-186													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	94.6	medium
CF-18a	3	CF-18a_LP-DIR-T	CF-18		mt	198.5	-37.4	3	8	-1	8.6	6.7	873	773	K		hargrave 2020-11-24 21:51:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	9.1	fine
CF-18a	3	CF-18a_LP-DIR-T	CF-18		mt	305.9	50.7	3	8	0	8.6	6.7	873	773	K		hargrave 2020-11-24 21:51:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	9.1	fine
CF-18a	3	CF-18a_LP-DIR-T	CF-18		ht	213.5	-51.3	3	9	-1	0	12.5	954	933	K		hargrave 2020-11-24 21:51:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	9.1	fine
CF-18a	3	CF-18a_LP-DIR-T	CF-18		ht	301.9	40.7	3	9	100	0	12.5	954	933	K		hargrave 2020-11-24 21:51:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	9.1	fine
CF-18a	3	CF-18a_LP-DIR-T	CF-18		lt	15.3	66.1	3	3	100	23.1	2.2	473	273	K		hargrave 2020-11-24 21:51:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	9.1	fine
CF-18a	3	CF-18a_LP-DIR-T	CF-18		mt	296	57.8	3	8	100	8.6	6.7	873	773	K		hargrave 2020-11-24 21:51:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	9.1	fine
CF-18a	3	CF-18a_LP-DIR-T	CF-18		lt	7.5	57	3	3	0	23.1	2.2	473	273	K		hargrave 2020-11-24 21:51:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	9.1	fine
CF-18a	3	CF-18a_LP-DIR-T	CF-18		lt	212.9	-4.4	3	3	-1	23.1	2.2	473	273	K		hargrave 2020-11-24 21:51:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	9.1	fine
CF-18a	3	CF-18a_LP-DIR-T	CF-18		ht	306.9	33.3	3	9	0	0	12.5	954	933	K		hargrave 2020-11-24 21:51:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	9.1	fine
CF-18a	3		CF-18													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	9.1	fine
CF-19a	2	CF-19a_LP-DIR-T	CF-19		lt	319.1	77	3	3	0	32.1	8.3	473	273	K		hargrave 2020-11-24 21:53:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	10.7	very fine
CF-19a	2		CF-19													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	10.7	very fine
CF-19a	2	CF-19a_LP-DIR-T	CF-19		ht	341	29.6	3	13	-1	0	4.5	954	923	K		hargrave 2020-11-24 21:53:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	10.7	very fine
CF-19a	2	CF-19a_LP-DIR-T	CF-19		lt	355.6	82	3	3	-1	32.1	8.3	473	273	K		hargrave 2020-11-24 21:53:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	10.7	very fine
CF-19a	2	CF-19a_LP-DIR-T	CF-19		mt	340.2	39.9	3	10	-1	5.7	9.2	883	723	K		hargrave 2020-11-24 21:53:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	10.7	very fine
CF-19a	2	CF-19a_LP-DIR-T	CF-19		ht	303.6	24.9	3	13	0	0	4.5	954	923	K		hargrave 2020-11-24 21:53:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	10.7	very fine
CF-19a	2	CF-19a_LP-DIR-T	CF-19		mt	303.2	35.1	3	10	0	5.7	9.2	883	723	K		hargrave 2020-11-24 21:53:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	10.7	very fine
CF-19a	2	CF-19a_LP-DIR-T	CF-19		ht	299.8	32	3	13	100	0	4.5	954	923	K		hargrave 2020-11-24 21:53:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	10.7	very fine
CF-19a	2	CF-19a_LP-DIR-T	CF-19		mt	297.5	42.1	3	10	100	5.7	9.2	883	723	K		hargrave 2020-11-24 21:53:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	10.7	very fine
CF-19a	2	CF-19a_LP-DIR-T	CF-19		lt	271.4	83.9	3	3	100	32.1	8.3	473	273	K		hargrave 2020-11-24 21:53:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	10.7	very fine
CF-1a	1	CF-1a_LP-DIR-T	CF-1		ht	168.8	17.4	2	10	-1	0	12.8	949	903	K		hargrave 2020-11-19 18:48:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	1.1	silt
CF-1a	1	CF-1a_LP-DIR-T	CF-1		ht	306.1	19.4	2	10	0	0	12.8	949	903	K		hargrave 2020-11-19 18:48:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	1.1	silt
CF-1a	1	CF-1a_LP-DIR-T	CF-1		mt	298	35.5	2	6	0	4.9	7.8	833	673	K		hargrave 2020-11-19 18:48:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	1.1	silt
CF-1a	1	CF-1a_LP-DIR-T	CF-1		ht	303.3	26.8	2	10	100	0	12.8	949	903	K		hargrave 2020-11-19 18:48:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	1.1	silt
CF-1a	1	CF-1a_LP-DIR-T	CF-1		mt	291.7	41.7	2	6	100	4.9	7.8	833	673	K		hargrave 2020-11-19 18:48:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	1.1	silt
CF-1a	1		CF-1													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	1.1	silt
CF-1a	1	CF-1a_LP-DIR-T	CF-1		mt	160.9	33.6	2	6	-1	4.9	7.8	833	673	K		hargrave 2020-11-19 18:48:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	1.1	silt
CF-20a	3		CF-20													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	11.1	fine
CF-20a	3	CF-20a_LP-DIR-T	CF-20		lt	30.1	62.9	3	3	100	30.3	0.9	473	273	K		hargrave 2020-11-24 21:55:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	11.1	fine
CF-20a	3	CF-20a_LP-DIR-T	CF-20		ht	335.3	35.1	3	13	-1	0	5.1	954	923	K		hargrave 2020-11-24 21:55:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	11.1	fine
CF-20a	3	CF-20a_LP-DIR-T	CF-20		lt	64.3	59.8	3	3	-1	30.3	0.9	473	273	K		hargrave 2020-11-24 21:55:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	11.1	fine
CF-20a	3	CF-20a_LP-DIR-T	CF-20		mt	346.4	52.3	3	9	-1	9.4	5.1	873	723	K		hargrave 2020-11-24 21:55:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	11.1	fine
CF-20a	3	CF-20a_LP-DIR-T	CF-20		ht	305	26.8	3	13	0	0	5.1	954	923	K		hargrave 2020-11-24 21:55:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	11.1	fine
CF-20a	3	CF-20a_LP-DIR-T	CF-20		mt	310	51.8	3	9	100	9.4	5.1	873	723	K		hargrave 2020-11-24 21:55:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	11.1	fine
CF-20a	3	CF-20a_LP-DIR-T	CF-20		lt	19.7	55.1	3	3	0	30.3	0.9	473	273	K		hargrave 2020-11-24 21:55:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	11.1	fine
CF-20a	3	CF-20a_LP-DIR-T	CF-20		mt	316.1	43.5	3	9	0	9.4	5.1	873	723	K		hargrave 2020-11-24 21:55:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	11.1	fine
CF-20a	3	CF-20a_LP-DIR-T	CF-20		ht	300.9	34.1	3	13	100	0	5.1	954	923	K		hargrave 2020-11-24 21:55:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	11.1	fine
CF-21a	2	CF-21a_LP-DIR-T	CF-21		ht	294	32.8	3	16	0	0	2.7	954	893	K		hargrave 2020-11-24 21:57:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	11.3	very fine
CF-21a	2	CF-21a_LP-DIR-T	CF-21		mt	291.3	57.5	3	9	100	12.1	8.7	873	723	K		hargrave 2020-11-24 21:57:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	11.3	very fine
CF-21a	2	CF-21a_LP-DIR-T	CF-21		ht	288.1	38.4	3	16	100	0	2.7	954	893	K		hargrave 2020-11-24 21:57:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	11.3	very fine
CF-21a	2	CF-21a_LP-DIR-T	CF-21		mt	301.9	51	3	9	0	12.1	8.7	873	723	K		hargrave 2020-11-24 21:57:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	11.3	very fine
CF-21a	2	CF-21a_LP-DIR-T	CF-21		lt	6.4	60.8	3	3	0	24.3	2	473	273	K		hargrave 2020-11-24 21:57:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	11.3	very fine
CF-21a	2	CF-21a_LP-DIR-T	CF-21		lt	15.4	69.9	3	3	100	24.3	2	473	273	K		hargrave 2020-11-24 21:57:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	11.3	very fine
CF-21a	2	CF-21a_LP-DIR-T	CF-21		lt	83.4	61.7	3	3	-1	24.3	2	473	273	K		hargrave 2020-11-24 21:57:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	11.3	very fine
CF-21a	2	CF-21a_LP-DIR-T	CF-21		ht	2.1	37.8	3	16	-1	0	2.7	954	893	K		hargrave 2020-11-24 21:57:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	11.3	very fine
CF-21a	2		CF-21													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	11.3	very fine
CF-21a	2	CF-21a_LP-DIR-T	CF-21		mt	11.2	55.9	3	9	-1	12.1	8.7	873	723	K		hargrave 2020-11-24 21:57:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	11.3	very fine
CF-22a	2		CF-22													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	11.4	very fine
CF-22a	2	CF-22a_LP-DIR-T	CF-22		ht	279.6	37.8	3	10	100	0	4.2	953	937	K		hargrave 2020-11-24 21:59:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	11.4	very fine
CF-22a	2	CF-22a_LP-DIR-T	CF-22		ht	298.7	37.5	3	10	-1	0	4.2	953	937	K		hargrave 2020-11-24 21:59:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	11.4	very fine
CF-22a	2	CF-22a_LP-DIR-T	CF-22		lt	26.1	77.4	3	3	-1	22.3	3.7	473	273	K		hargrave 2020-11-24 21:59:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	11.4	very fine
CF-22a	2	CF-22a_LP-DIR-T	CF-22		mt	309.1	53.5	3	8	-1	6.1	8.3	873	773	K		hargrave 2020-11-24 21:59:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	11.4	very fine
CF-22a	2	CF-22a_LP-DIR-T	CF-22		ht	286	33.4	3	10	0	0	4.2	953	937	K		hargrave 2020-11-24 21:59:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	11.4	very fine
CF-22a	2	CF-22a_LP-DIR-T	CF-22		lt	358.7	69.9	3	3	0	22.3	3.7	473	273	K		hargrave 2020-11-24 21:59:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	11.4	very fine
CF-22a	2	CF-22a_LP-DIR-T	CF-22		mt	298.8	48	3	8	0	6.1	8.3	873	773	K		hargrave 2020-11-24 21:59:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	11.4	very fine
CF-22a	2	CF-22a_LP-DIR-T	CF-22		lt	9.9	79.4	3	3	100	22.3	3.7	473	273	K		hargrave 2020-11-24 21:59:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	11.4	very fine
CF-22a	2	CF-22a_LP-DIR-T	CF-22		mt	289	54.1	3	8	100	6.1	8.3	873	773	K		hargrave 2020-11-24 21:59:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	11.4	very fine
CF-23a	2	CF-23a_LP-DIR-T	CF-23		lt	342.6	69.3	3	3	0	28.9	1.6	473	273	K		hargrave 2020-11-24 22:00:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	11.8	very fine
CF-23a	2	CF-23a_LP-DIR-T	CF-23		ht	293.3	18.9	3	14	0	0	4.3	954	913	K		hargrave 2020-11-24 22:00:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	11.8	very fine
CF-23a	2	CF-23a_LP-DIR-T	CF-23		mt	337.9	43	3	8	-1	3.7	7	873	773	K		hargrave 2020-11-24 22:00:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	11.8	very fine
