tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
CF-31a	CF-31a_LP-DIR-T	CF-31		ht	357.5	32.1	1	3	-1	0.0	2.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:47:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-31a	CF-31a_LP-DIR-T	CF-31		ht	285.0	30.1	1	3	0	0.0	2.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:47:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-31a	CF-31a_LP-DIR-T	CF-31		ht	279.3	34.5	1	3	100	0.0	2.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:47:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-33a	CF-33a_LP-DIR-T	CF-33		ht	275.1	18.5	1	3	100	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:49:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-33a	CF-33a_LP-DIR-T	CF-33		ht	278.0	15.1	1	3	0	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:49:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-33a		CF-33										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-33a	CF-33a_LP-DIR-T	CF-33		ht	110.0	-2.0	1	3	-1	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:49:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-35a	CF-35a_LP-DIR-T	CF-35		ht	122.4	-6.0	1	3	-1	0.0	3.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:50:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-35a	CF-35a_LP-DIR-T	CF-35		ht	303.1	18.6	1	3	0	0.0	3.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:50:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-35a	CF-35a_LP-DIR-T	CF-35		ht	300.3	25.7	1	3	100	0.0	3.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:50:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-35a		CF-35										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-36a		CF-36										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-36a	CF-36a_LP-DIR-T	CF-36		ht	293.7	29.0	1	3	100	0.0	2.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:52:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-36a	CF-36a_LP-DIR-T	CF-36		ht	118.4	-13.5	1	3	-1	0.0	2.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:52:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-36a	CF-36a_LP-DIR-T	CF-36		ht	297.4	22.7	1	3	0	0.0	2.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:52:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-37a		CF-37										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-38a		CF-38										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-38a	CF-38a_LP-DIR-T	CF-38		ht	284.5	29.3	1	3	100	0.0	1.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-17 15:57:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-38a	CF-38a_LP-DIR-T	CF-38		ht	122.1	-5.5	1	3	-1	0.0	1.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-17 15:57:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-38a	CF-38a_LP-DIR-T	CF-38		ht	288.9	24.3	1	3	0	0.0	1.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-17 15:57:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-39a		CF-39										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-39a	CF-39a_LP-DIR-T	CF-39		ht	107.6	-11.5	1	3	-1	0.0	2.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:57:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-39a	CF-39a_LP-DIR-T	CF-39		ht	286.9	18.0	1	3	100	0.0	2.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:57:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-39a	CF-39a_LP-DIR-T	CF-39		ht	289.2	12.7	1	3	0	0.0	2.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:57:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-3a		CF-3										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-3a	CF-3a_LP-DIR-T	CF-3		ht	281.6	27.5	1	3	100	0.0	4.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:54:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-3a	CF-3a_LP-DIR-T	CF-3		ht	285.8	22.9	1	3	0	0.0	4.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:54:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-3a	CF-3a_LP-DIR-T	CF-3		ht	160.8	19.2	1	3	-1	0.0	4.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:54:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-40a	CF-40a_LP-DIR-T	CF-40		ht	277.8	22.0	1	3	0	0.0	0.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:59:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-40a	CF-40a_LP-DIR-T	CF-40		ht	112.3	-4.2	1	3	-1	0.0	0.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:59:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-40a	CF-40a_LP-DIR-T	CF-40		ht	273.7	25.3	1	3	100	0.0	0.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:59:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-40a		CF-40										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-41a	CF-41a_LP-DIR-T	CF-41		ht	286.8	21.4	1	3	0	0.0	1.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:00:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-41a	CF-41a_LP-DIR-T	CF-41		ht	282.9	26.1	1	3	100	0.0	1.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:00:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-41a	CF-41a_LP-DIR-T	CF-41		ht	115.8	-9.1	1	3	-1	0.0	1.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:00:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-41a		CF-41										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-43a		CF-43										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-43a	CF-43a_LP-DIR-T	CF-43		ht	290.7	13.6	1	3	0	0.0	0.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:02:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-43a	CF-43a_LP-DIR-T	CF-43		ht	109.8	-4.9	1	3	-1	0.0	0.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:02:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-43a	CF-43a_LP-DIR-T	CF-43		ht	288.3	19.1	1	3	100	0.0	0.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:02:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-44a		CF-44										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-45a	CF-45a_LP-DIR-T	CF-45		ht	282.9	1.4	1	3	0	0.0	1.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:07:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-45a	CF-45a_LP-DIR-T	CF-45		ht	101.1	-10.8	1	3	-1	0.0	1.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:07:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-45a	CF-45a_LP-DIR-T	CF-45		ht	282.3	5.8	1	3	100	0.0	1.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:07:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-45a		CF-45										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-46a	CF-46a_LP-DIR-T	CF-46		ht	284.4	18.8	1	3	100	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:09:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-46a	CF-46a_LP-DIR-T	CF-46		ht	108.4	-7.7	1	3	-1	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:09:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-46a	CF-46a_LP-DIR-T	CF-46		ht	287.0	13.9	1	3	0	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:09:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-46a		CF-46										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-47a	CF-47a_LP-DIR-T	CF-47		ht	288.9	15.8	1	3	0	0.0	1.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:10:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-47a	CF-47a_LP-DIR-T	CF-47		ht	286.0	20.9	1	3	100	0.0	1.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:10:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-47a	CF-47a_LP-DIR-T	CF-47		ht	107.9	-9.0	1	3	-1	0.0	1.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:10:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-47a		CF-47										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-48a	CF-48a_LP-DIR-T	CF-48		ht	107.6	-9.2	1	3	-1	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:12:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-48a	CF-48a_LP-DIR-T	CF-48		ht	285.8	11.4	1	3	0	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:12:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-48a	CF-48a_LP-DIR-T	CF-48		ht	283.6	16.2	1	3	100	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:12:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-48a		CF-48										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-49a		CF-49										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-49a	CF-49a_LP-DIR-T	CF-49		ht	292.7	18.9	1	3	100	0.0	3.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:14:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-49a	CF-49a_LP-DIR-T	CF-49		ht	295.0	12.8	1	3	0	0.0	3.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:14:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-49a	CF-49a_LP-DIR-T	CF-49		ht	117.2	-22.4	1	3	-1	0.0	3.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:14:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-4a	CF-4a_LP-DIR-T	CF-4		ht	325.0	27.9	1	3	-1	0.0	5.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:55:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-4a	CF-4a_LP-DIR-T	CF-4		ht	288.1	26.3	1	3	0	0.0	5.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:55:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-4a	CF-4a_LP-DIR-T	CF-4		ht	283.3	31.1	1	3	100	0.0	5.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:55:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-4a		CF-4										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-50a		CF-50										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-50a	CF-50a_LP-DIR-T	CF-50		ht	295.8	9.0	1	3	0	0.0	2.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-17 15:59:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-50a	CF-50a_LP-DIR-T	CF-50		ht	294.1	15.2	1	3	100	0.0	2.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-17 15:59:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-50a	CF-50a_LP-DIR-T	CF-50		ht	109.4	-22.7	1	3	-1	0.0	2.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-17 15:59:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-51a	CF-51a_LP-DIR-T	CF-51		ht	300.4	14.9	1	3	100	0.0	1.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:18:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-51a	CF-51a_LP-DIR-T	CF-51		ht	301.8	7.9	1	3	0	0.0	1.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:18:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-51a	CF-51a_LP-DIR-T	CF-51		ht	108.0	-24.8	1	3	-1	0.0	1.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:18:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-51a		CF-51										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-52a	CF-52a_LP-DIR-T	CF-52		ht	123.5	66.0	1	3	-1	0.0	0.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:19:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-52a	CF-52a_LP-DIR-T	CF-52		ht	285.4	35.0	1	3	100	0.0	0.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:19:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-52a	CF-52a_LP-DIR-T	CF-52		ht	290.8	29.7	1	3	0	0.0	0.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 18:19:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-52a		CF-52										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-53a	CF-53a_LP-DIR-T	CF-53		ht	124.5	54.0	1	3	-1	0.0	0.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:32:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-53a	CF-53a_LP-DIR-T	CF-53		ht	299.3	29.6	1	3	0	0.0	0.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:32:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-53a	CF-53a_LP-DIR-T	CF-53		ht	294.3	36.1	1	3	100	0.0	0.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:32:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-53a		CF-53										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-54a		CF-54										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-54a	CF-54a_LP-DIR-T	CF-54		ht	264.0	36.0	1	3	100	0.0	1.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:34:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-54a	CF-54a_LP-DIR-T	CF-54		ht	270.9	34.1	1	3	0	0.0	1.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:34:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-54a	CF-54a_LP-DIR-T	CF-54		ht	200.3	67.2	1	3	-1	0.0	1.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:34:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-56a	CF-56a_LP-DIR-T	CF-56		ht	276.7	20.5	1	3	0	0.0	0.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:35:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-56a	CF-56a_LP-DIR-T	CF-56		ht	222.5	71.3	1	3	-1	0.0	0.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:35:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-56a		CF-56										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-56a	CF-56a_LP-DIR-T	CF-56		ht	272.8	23.6	1	3	100	0.0	0.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:35:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-57a		CF-57										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-57a	CF-57a_LP-DIR-T	CF-57		ht	253.2	25.7	1	3	0	0.0	1.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:36:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-57a	CF-57a_LP-DIR-T	CF-57		ht	248.5	24.7	1	3	100	0.0	1.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:36:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-57a	CF-57a_LP-DIR-T	CF-57		ht	133.2	80.0	1	3	-1	0.0	1.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:36:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-58a	CF-58a_LP-DIR-T	CF-58		ht	99.7	60.8	1	3	-1	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:38:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-58a	CF-58a_LP-DIR-T	CF-58		ht	260.0	13.5	1	3	0	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:38:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-58a	CF-58a_LP-DIR-T	CF-58		ht	257.6	13.9	1	3	100	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:38:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
