tab	samples
sample	site	height	lat	lon	geologic_classes	geologic_types	lithologies	analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	citations	method_codes	result_quality	result_type
CF-12	CF	6.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	102.5	0.0	9.98	166.5	-67	This study	SO-CMD-NORTH	g	i
CF-13	CF	7.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	94.5	0.0	9.98	166.5	-56	This study	SO-CMD-NORTH	g	i
CF-14	CF	7.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	90.5	0.0	9.98	166.5	-49	This study	SO-CMD-NORTH	g	i
CF-15	CF	8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	95.5	0.0	9.98	166.5	-79	This study	SO-CMD-NORTH	g	i
CF-16	CF	8.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	12.5	0.0	9.98	166.5	-84	This study	SO-CMD-NORTH	g	i
CF-17	CF	8.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	108.5	0.0	9.98	166.5	-82	This study	SO-CMD-NORTH	g	i
CF-18	CF	9.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	102.5	0.0	9.98	166.5	-92	This study	SO-CMD-NORTH	g	i
CF-19	CF	10.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	321.8	0.0	9.98	166.5	-5	This study	SO-CMD-NORTH	g	i
CF-20	CF	11.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	327.5	0.0	9.98	166.5	-9	This study	SO-CMD-NORTH	g	i
CF-21	CF	11.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	292.0	0.0	9.98	166.5	-5	This study	SO-CMD-NORTH	g	i
CF-22	CF	11.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	342.5	0.0	9.98	166.5	-8	This study	SO-CMD-NORTH	g	i
CF-23	CF	11.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	310.5	0.0	9.98	166.5	-10	This study	SO-CMD-NORTH	g	i
CF-24	CF	13			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	326.5	0.0	9.98	166.5	-16	This study	SO-CMD-NORTH	g	i
CF-25	CF	15			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	274.0	0.0	9.98	166.5	-5	This study	SO-CMD-NORTH	g	i
CF-26	CF	15.5			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	318.7	0.0	9.98	166.5	-9	This study	SO-CMD-NORTH	g	i
CF-27	CF	16			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	195.5	0.0	9.98	166.5	-83	This study	SO-CMD-NORTH	g	i
CF-28	CF	16.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	226.1	0.0	9.98	166.5	-55	This study	SO-CMD-NORTH	g	i
CF-29	CF	17.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	344.5	0.0	9.98	166.5	-8	This study	SO-CMD-NORTH	g	i
CF-30	CF	17.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	11.5	0.0	9.98	166.5	-18	This study	SO-CMD-NORTH	g	i
CF-31	CF	18			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	287.5	0.0	9.98	166.5	-2	This study	SO-CMD-NORTH	g	i
CF-33	CF	18.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	174.5	0.0	9.98	166.5	-55	This study	SO-CMD-NORTH	g	i
CF-35	CF	19.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	185.5	0.0	9.98	166.5	-47	This study	SO-CMD-NORTH	g	i
CF-36	CF	19.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	185.5	0.0	9.98	166.5	-75	This study	SO-CMD-NORTH	g	i
CF-37	CF	20			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	102.5	0.0	9.98	166.5	-62	This study	SO-CMD-NORTH	g	i
CF-38	CF	20.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	176.5	0.0	9.98	166.5	-60	This study	SO-CMD-NORTH	g	i
CF-39	CF	20.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	182.5	0.0	9.98	166.5	-72	This study	SO-CMD-NORTH	g	i
CF-40	CF	20.5			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	182.5	0.0	9.98	166.5	-88	This study	SO-CMD-NORTH	g	i
CF-41	CF	20.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	179.5	0.0	9.98	166.5	-73	This study	SO-CMD-NORTH	g	i
CF-43	CF	20.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	185.5	0.0	9.98	166.5	-57	This study	SO-CMD-NORTH	g	i
CF-44	CF	21.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	179.5	0.0	9.98	166.5	-57	This study	SO-CMD-NORTH	g	i
CF-45	CF	21.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	177.5	0.0	9.98	166.5	-50	This study	SO-CMD-NORTH	g	i
CF-46	CF	22.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	182.5	0.0	9.98	166.5	-68	This study	SO-CMD-NORTH	g	i
CF-47	CF	22.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	186.5	0.0	9.98	166.5	-80	This study	SO-CMD-NORTH	g	i
CF-48	CF	22.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	179.5	0.0	9.98	166.5	-64	This study	SO-CMD-NORTH	g	i
CF-49	CF	22.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	172.5	0.0	9.98	166.5	-65	This study	SO-CMD-NORTH	g	i
CF-50	CF	23.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	177.5	0.0	9.98	166.5	-70	This study	SO-CMD-NORTH	g	i
CF-51	CF	23.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	182.5	0.0	9.98	166.5	-72	This study	SO-CMD-NORTH	g	i
CF-52	CF	24.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	267.8	0.0	9.98	166.5	-72	This study	SO-CMD-NORTH	g	i
CF-53	CF	25			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	265.4	0.0	9.98	166.5	-78	This study	SO-CMD-NORTH	g	i
CF-54	CF	25.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	280.2	0.0	9.98	166.5	-77	This study	SO-CMD-NORTH	g	i
CF-56	CF	26.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	290.0	0.0	9.98	166.5	-83	This study	SO-CMD-NORTH	g	i
CF-57	CF	26.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	245.1	0.0	9.98	166.5	-71	This study	SO-CMD-NORTH	g	i
CF-58	CF	27.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	230.4	0.0	9.98	166.5	-80	This study	SO-CMD-NORTH	g	i
CF-59	CF	27.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	299.9	0.0	9.98	166.5	-104	This study	SO-CMD-NORTH	g	i
CF-60	CF	28.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	295.0	0.0	9.98	166.5	-77	This study	SO-CMD-NORTH	g	i
CF-61	CF	28.5			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	297.9	0.0	9.98	166.5	-79	This study	SO-CMD-NORTH	g	i
CF-62	CF	28.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	306.8	0.0	9.98	166.5	-88	This study	SO-CMD-NORTH	g	i
CF-63	CF	29.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	297.0	0.0	9.98	166.5	-77	This study	SO-CMD-NORTH	g	i
CF-64	CF	30			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	270.7	0.0	9.98	166.5	-99	This study	SO-CMD-NORTH	g	i
CF-65	CF	30.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	291.4	0.0	9.98	166.5	-90	This study	SO-CMD-NORTH	g	i
CF-66	CF	30.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	287.5	0.0	9.98	166.5	-104	This study	SO-CMD-NORTH	g	i
CF-67	CF	31			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	275.5	0.0	9.98	166.5	-86	This study	SO-CMD-NORTH	g	i
CF-68	CF	31.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	327.6	0.0	9.98	166.5	-95	This study	SO-CMD-NORTH	g	i
CF-69	CF	31.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	295.6	0.0	9.98	166.5	-74	This study	SO-CMD-NORTH	g	i
CF-70	CF	12.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	349.0	0.0	9.98	166.5	-1	This study	SO-CMD-NORTH	g	i
CF-71	CF	32.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	300.4	0.0	9.98	166.5	-80	This study	SO-CMD-NORTH	g	i
CF-72	CF	32.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	293.6	0.0	9.98	166.5	-84	This study	SO-CMD-NORTH	g	i
CF-73	CF	33.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	301.5	0.0	9.98	166.5	-85	This study	SO-CMD-NORTH	g	i
CF-74	CF	33.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	325.8	0.0	9.98	166.5	-103	This study	SO-CMD-NORTH	g	i
CF-75	CF	33.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	287.2	0.0	9.98	166.5	-83	This study	SO-CMD-NORTH	g	i
CF-76	CF	34.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	287.6	0.0	9.98	166.5	-83	This study	SO-CMD-NORTH	g	i
CF-77	CF	34.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	311.5	0.0	9.98	166.5	-90	This study	SO-CMD-NORTH	g	i
CF-78	CF	35			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	292.5	0.0	9.98	166.5	-89	This study	SO-CMD-NORTH	g	i
CF-79	CF	35.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	273.5	0.0	9.98	166.5	-90	This study	SO-CMD-NORTH	g	i
CF-80	CF	35.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	295.5	0.0	9.98	166.5	-82	This study	SO-CMD-NORTH	g	i
CF-81	CF	36			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	285.7	0.0	9.98	166.5	-75	This study	SO-CMD-NORTH	g	i
CF-82	CF	36.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	307.8	0.0	9.98	166.5	-93	This study	SO-CMD-NORTH	g	i
CF-83	CF	37.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	268.2	0.0	9.98	166.5	-83	This study	SO-CMD-NORTH	g	i
CF-84	CF	37.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	289.0	0.0	9.98	166.5	-62	This study	SO-CMD-NORTH	g	i
CF-85	CF	37.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	286.0	0.0	9.98	166.5	-81	This study	SO-CMD-NORTH	g	i
CF-86	CF	37.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	288.5	0.0	9.98	166.5	-73	This study	SO-CMD-NORTH	g	i
CF-87	CF	38.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	272.5	0.0	9.98	166.5	-69	This study	SO-CMD-NORTH	g	i
CF-88	CF	38.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	272.5	0.0	9.98	166.5	-69	This study	SO-CMD-NORTH	g	i
CF-89	CF	40.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	305.5	0.0	9.98	166.5	-73	This study	SO-CMD-NORTH	g	i
CF-90	CF	41.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	265.5	0.0	9.98	166.5	-76	This study	SO-CMD-NORTH	g	i
CF-91	CF	42.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	225.5	0.0	9.98	166.5	-80	This study	SO-CMD-NORTH	g	i
CF-92	CF	42.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	259.5	0.0	9.98	166.5	-63	This study	SO-CMD-NORTH	g	i
CF-93	CF	43.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	273.5	0.0	9.98	166.5	-93	This study	SO-CMD-NORTH	g	i
CF-94	CF	43.75			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	274.5	0.0	9.98	166.5	-93	This study	SO-CMD-NORTH	g	i
CF-96	CF	43.85			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	282.5	0.0	9.98	166.5	-86	This study	SO-CMD-NORTH	g	i
CF-97	CF	45.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	270.5	0.0	9.98	166.5	-85	This study	SO-CMD-NORTH	g	i
CF-98	CF	46.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	316.5	0.0	9.98	166.5	-50	This study	SO-CMD-NORTH	g	i
CF-99	CF	46.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	231.5	0.0	9.98	166.5	-62	This study	SO-CMD-NORTH	g	i
CF-100	CF	47			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	302.5	0.0	9.98	166.5	-55	This study	SO-CMD-NORTH	g	i
CF-101	CF	47.5			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	275.0	0.0	9.98	166.5	-65	This study	SO-CMD-NORTH	g	i
CF-102	CF	47.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	268.5	0.0	9.98	166.5	-67	This study	SO-CMD-NORTH	g	i
CF-103	CF	48.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	270.5	0.0	9.98	166.5	-75	This study	SO-CMD-NORTH	g	i
CF-104	CF	48.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	272.5	0.0	9.98	166.5	-87	This study	SO-CMD-NORTH	g	i
CF-105	CF	48.95			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	268.5	0.0	9.98	166.5	-80	This study	SO-CMD-NORTH	g	i
CF-106	CF	49.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	267.5	0.0	9.98	166.5	-85	This study	SO-CMD-NORTH	g	i
CF-107	CF	49.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	289.5	0.0	9.98	166.5	-84	This study	SO-CMD-NORTH	g	i
CF-108	CF	50.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	262.5	0.0	9.98	166.5	-80	This study	SO-CMD-NORTH	g	i
CF-109	CF	50.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	295.5	0.0	9.98	166.5	-86	This study	SO-CMD-NORTH	g	i
CF-110	CF	51.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	273.5	0.0	9.98	166.5	-88	This study	SO-CMD-NORTH	g	i
CF-111	CF	51.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	264.5	0.0	9.98	166.5	-90	This study	SO-CMD-NORTH	g	i
CF-112	CF	52.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	253.5	0.0	9.98	166.5	-80	This study	SO-CMD-NORTH	g	i
CF-113	CF	52.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	274.5	0.0	9.98	166.5	-92	This study	SO-CMD-NORTH	g	i
CF-114	CF	52.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	262.5	0.0	9.98	166.5	-94	This study	SO-CMD-NORTH	g	i
CF-115	CF	53.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	293.5	0.0	9.98	166.5	-92	This study	SO-CMD-NORTH	g	i
CF-116	CF	53.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	287.5	0.0	9.98	166.5	-96	This study	SO-CMD-NORTH	g	i
CF-117	CF	54.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	293.5	0.0	9.98	166.5	-96	This study	SO-CMD-NORTH	g	i
CF-118	CF	54.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	243.5	0.0	9.98	166.5	-87	This study	SO-CMD-NORTH	g	i
CF-119	CF	55.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	276.5	0.0	9.98	166.5	-88	This study	SO-CMD-NORTH	g	i
CF-120	CF	55.5			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	283.5	0.0	9.98	166.5	-83	This study	SO-CMD-NORTH	g	i
CF-121	CF	55.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	282.5	0.0	9.98	166.5	-97	This study	SO-CMD-NORTH	g	i
CF-122	CF	56			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	262.5	0.0	9.98	166.5	-92	This study	SO-CMD-NORTH	g	i
CF-123	CF	56.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	274.5	0.0	9.98	166.5	-78	This study	SO-CMD-NORTH	g	i
CF-124	CF	56.5			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	218.5	0.0	9.98	166.5	-68	This study	SO-CMD-NORTH	g	i
CF-125	CF	56.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	289.5	0.0	9.98	166.5	-86	This study	SO-CMD-NORTH	g	i
CF-126	CF	57			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	297.5	0.0	9.98	166.5	-62	This study	SO-CMD-NORTH	g	i
CF-127	CF	57.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	278.5	0.0	9.98	166.5	-94	This study	SO-CMD-NORTH	g	i
CF-128	CF	57.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	259.5	0.0	9.98	166.5	-87	This study	SO-CMD-NORTH	g	i
CF-129	CF	59.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	341.5	0.0	9.98	166.5	-82	This study	SO-CMD-NORTH	g	i
CF-130	CF	59.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	277.5	0.0	9.98	166.5	-73	This study	SO-CMD-NORTH	g	i
CF-131	CF	60.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	243.5	0.0	9.98	166.5	-76	This study	SO-CMD-NORTH	g	i
CF-132	CF	60.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	247.5	0.0	9.98	166.5	-74	This study	SO-CMD-NORTH	g	i
CF-133	CF	61.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	294.5	0.0	9.98	166.5	-96	This study	SO-CMD-NORTH	g	i
CF-134	CF	62			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	285.9	0.0	9.98	166.5	-79	This study	SO-CMD-NORTH	g	i
CF-135	CF	62.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	267.6	0.0	9.98	166.5	-82	This study	SO-CMD-NORTH	g	i
CF-136	CF	62.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	279.6	0.0	9.98	166.5	-90	This study	SO-CMD-NORTH	g	i
CF-137	CF	63.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	258.8	0.0	9.98	166.5	-91	This study	SO-CMD-NORTH	g	i
CF-138	CF	63.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	282.2	0.0	9.98	166.5	-89	This study	SO-CMD-NORTH	g	i
CF-139	CF	64.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	279.7	0.0	9.98	166.5	-89	This study	SO-CMD-NORTH	g	i
CF-140	CF	64.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	254.5	0.0	9.98	166.5	-78	This study	SO-CMD-NORTH	g	i
CF-141	CF	65.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	249.7	0.0	9.98	166.5	-85	This study	SO-CMD-NORTH	g	i
CF-142	CF	65.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	263.5	0.0	9.98	166.5	-85	This study	SO-CMD-NORTH	g	i
CF-143	CF	66.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	258.7	0.0	9.98	166.5	-69	This study	SO-CMD-NORTH	g	i
CF-144	CF	67.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	274.1	0.0	9.98	166.5	-83	This study	SO-CMD-NORTH	g	i
CF-145	CF	67.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	276.1	0.0	9.98	166.5	-85	This study	SO-CMD-NORTH	g	i
CF-146	CF	68.5			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	261.5	0.0	9.98	166.5	-93	This study	SO-CMD-NORTH	g	i
CF-147	CF	68.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	279.5	0.0	9.98	166.5	-81	This study	SO-CMD-NORTH	g	i
CF-148	CF	69.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	260.5	0.0	9.98	166.5	-84	This study	SO-CMD-NORTH	g	i
CF-149	CF	70.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	261.5	0.0	9.98	166.5	-90	This study	SO-CMD-NORTH	g	i
CF-150	CF	70.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	283.5	0.0	9.98	166.5	-80	This study	SO-CMD-NORTH	g	i
CF-151	CF	70.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	265.5	0.0	9.98	166.5	-93	This study	SO-CMD-NORTH	g	i
CF-152	CF	71.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	256.5	0.0	9.98	166.5	-81	This study	SO-CMD-NORTH	g	i
CF-153	CF	72.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	301.5	0.0	9.98	166.5	-95	This study	SO-CMD-NORTH	g	i
CF-154	CF	73			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	284.5	0.0	9.98	166.5	-94	This study	SO-CMD-NORTH	g	i
CF-155	CF	73.5			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	287.5	0.0	9.98	166.5	-89	This study	SO-CMD-NORTH	g	i
CF-156	CF	73.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	358.5	0.0	9.98	166.5	-87	This study	SO-CMD-NORTH	g	i
CF-157	CF	75			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	281.5	0.0	9.98	166.5	-83	This study	SO-CMD-NORTH	g	i
CF-158	CF	75.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	259.5	0.0	9.98	166.5	-86	This study	SO-CMD-NORTH	g	i
CF-159	CF	76.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	264.5	0.0	9.98	166.5	-91	This study	SO-CMD-NORTH	g	i
CF-160	CF	76.8			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	276.5	0.0	9.98	166.5	-84	This study	SO-CMD-NORTH	g	i
CF-161	CF	77.5			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	265.5	0.0	9.98	166.5	-78	This study	SO-CMD-NORTH	g	i
CF-162	CF	78.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	276.5	0.0	9.98	166.5	-83	This study	SO-CMD-NORTH	g	i
CF-163	CF	78.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	264.5	0.0	9.98	166.5	-73	This study	SO-CMD-NORTH	g	i
CF-164	CF	79.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	265.5	0.0	9.98	166.5	-82	This study	SO-CMD-NORTH	g	i
CF-165	CF	80.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	273.5	0.0	9.98	166.5	-81	This study	SO-CMD-NORTH	g	i
CF-166	CF	80.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	290.5	0.0	9.98	166.5	-88	This study	SO-CMD-NORTH	g	i
CF-167	CF	81.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	282.5	0.0	9.98	166.5	-85	This study	SO-CMD-NORTH	g	i
CF-168	CF	81.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	281.5	0.0	9.98	166.5	-86	This study	SO-CMD-NORTH	g	i
CF-169	CF	82.4			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	266.5	0.0	9.98	166.5	-85	This study	SO-CMD-NORTH	g	i
CF-170	CF	82.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	266.5	0.0	9.98	166.5	-82	This study	SO-CMD-NORTH	g	i
CF-172	CF	84.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	267.5	0.0	9.98	166.5	-81	This study	SO-CMD-NORTH	g	i
