localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, planeType, dip, dipAzimuth, strike, declination, rockUnit, timedate, notes
744b895ef0ee869a51869c5ce317c69b, Locality 1, a8c6ffd70d67924641a2dc28b6213a9e, 691741.787345, 5289047.895411, 47.726306, -90.442995, 15T, 215.139648, 5.000000, 3.000000, Joint, 84.000000, 30.000000, 300.000000, -2.666000, Terrace point, Tue Jul 21 07:45:54 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, ca9a5c0f7de90fadc99fcf72e5f0ffe9, 691741.787345, 5289047.895411, 47.726306, -90.442995, 15T, 215.139648, 5.000000, 3.000000, Joint, 86.000000, 244.000000, 154.000000, -2.666000, Terrace point, Tue Jul 21 07:45:50 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, cffdfc5cd138c294f8882a3fb0e62830, 691742.691652, 5289046.423970, 47.726293, -90.442983, 15T, 212.842896, 5.000000, 3.000000, Joint, 78.000000, 351.000000, 261.000000, -2.666000, Terrace point, Tue Jul 21 07:45:44 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, d2196368667eddede4abb3e417e8fe11, 691742.691652, 5289046.423970, 47.726293, -90.442983, 15T, 212.842896, 5.000000, 3.000000, Joint, 82.000000, 317.000000, 227.000000, -2.666000, Terrace point, Tue Jul 21 07:45:41 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 65798aa96f7a6ff61ce3be0dd28910bd, 691742.339592, 5289046.034675, 47.726289, -90.442988, 15T, 213.400818, 5.000000, 3.000000, Joint, 87.000000, 93.000000, 3.000000, -2.666000, Terrace point, Tue Jul 21 07:45:32 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 10810a35d8a2d34200f8c2d8e4433577, 691742.339592, 5289046.034675, 47.726289, -90.442988, 15T, 213.400818, 5.000000, 3.000000, Joint, 74.000000, 329.000000, 239.000000, -2.666000, Terrace point, Tue Jul 21 07:45:28 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 2f22ba76656adff3aca9b5974056a25b, 691742.339592, 5289046.034675, 47.726289, -90.442988, 15T, 213.400818, 5.000000, 3.000000, Joint, 87.000000, 218.000000, 128.000000, -2.666000, Terrace point, Tue Jul 21 07:45:21 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, a9a693c65b62d9b50c2165f9eb1c116c, 691742.339592, 5289046.034675, 47.726289, -90.442988, 15T, 213.400818, 5.000000, 3.000000, Joint, 88.000000, 272.000000, 182.000000, -2.666000, Terrace point, Tue Jul 21 07:45:16 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 780e9fb7953cd6f031e9c4afc2c6df1a, 691743.230119, 5289043.266605, 47.726264, -90.442978, 15T, 212.901428, 5.000000, 3.000000, Joint, 86.000000, 345.000000, 255.000000, -2.666000, Terrace point, Tue Jul 21 07:45:06 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 1201895dee5f0548236e8f78617dd2bc, 691744.124327, 5289044.004853, 47.726271, -90.442965, 15T, 213.079468, 5.000000, 3.000000, Joint, 86.000000, 290.000000, 200.000000, -2.666000, Terrace point, Tue Jul 21 07:44:56 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, efd3f524dbfb21f6a6644fe27a8ee07c, 691744.510350, 5289043.747184, 47.726268, -90.442960, 15T, 213.293579, 5.000000, 3.000000, Joint, 81.000000, 143.000000, 53.000000, -2.666000, Terrace point, Tue Jul 21 07:44:47 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 53319350baa5b22064f5e05af2eae03c, 691743.454917, 5289043.889483, 47.726270, -90.442974, 15T, 213.222351, 5.000000, 3.000000, Joint, 83.000000, 30.000000, 300.000000, -2.666000, Terrace point, Tue Jul 21 07:44:36 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, cab74d1a5fdf3ab2dda238cce1b9d3de, 691738.074342, 5289014.599075, 47.726008, -90.443059, 15T, 216.196899, 5.000000, 3.000000, Fault, 49.000000, 218.000000, 128.000000, -2.666000, Terrace point, Tue Jul 21 07:32:50 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 07be9a289ce8e79a13d8c7d225d2d483, 691738.074342, 5289014.599075, 47.726008, -90.443059, 15T, 216.196899, 5.000000, 3.000000, Fault, 45.000000, 218.000000, 128.000000, -2.666000, Terrace point, Tue Jul 21 07:32:37 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 26836cd70a430e68febe5b34ca881084, 691738.269295, 5289012.507395, 47.725989, -90.443057, 15T, 215.599365, 5.000000, 3.000000, Fault, 56.000000, 206.000000, 116.000000, -2.666000, Terrace point, Tue Jul 21 07:32:16 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 8a30803e400bd322bd5e3af121e7340f, 691694.134426, 5288914.540301, 47.725122, -90.443688, 15T, 217.433716, 10.000000, 8.000000, Fault, 33.000000, 318.000000, 228.000000, -2.666000, Terrace point, Tue Jul 21 07:12:02 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 878645b949b4336d83b194ba6366fd80, 691689.545556, 5288918.221279, 47.725156, -90.443748, 15T, 212.767761, 10.000000, 8.000000, Fault, 44.000000, 17.000000, 287.000000, -2.666000, Terrace point, Tue Jul 21 07:11:49 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 1dbecce5a961604840ece9cf5c3c0ce2, 691691.222498, 5288915.264706, 47.725129, -90.443727, 15T, 214.437561, 10.000000, 12.000000, Fault, 40.000000, 26.000000, 296.000000, -2.666000, Terrace point, Tue Jul 21 07:11:39 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 1983557257c7af8fc8f7d4ba6e21073b, 691723.337964, 5288970.256750, 47.725614, -90.443275, 15T, 214.146545, 5.000000, 3.000000, Fault, 29.000000, 45.000000, 315.000000, -2.666000, Terrace point, Tue Jul 21 07:00:07 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, db67441df20691bf342d0fe906d085a0, 691721.005978, 5288968.473229, 47.725598, -90.443307, 15T, 217.988342, 5.000000, 3.000000, Fault, 35.000000, 59.000000, 329.000000, -2.666000, Terrace point, Tue Jul 21 06:59:52 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 5a73168934b7a394d94543a7fb30444a, 691719.852304, 5288968.351187, 47.725598, -90.443322, 15T, 218.352295, 5.000000, 4.000000, Fault, 31.000000, 42.000000, 312.000000, -2.666000, Terrace point, Tue Jul 21 06:59:46 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, c5a41f516d3c3df2666259fd5e51acb5, 691773.330848, 5289362.667933, 47.729126, -90.442436, 15T, 193.514160, 5.000000, 3.000000, Joint, 74.000000, 353.000000, 263.000000, -2.666000, Unit logan sills, Tue Jul 14 10:08:44 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, b8b47ed3b156c05bb6163f3841c73727, 691773.330848, 5289362.667933, 47.729126, -90.442436, 15T, 193.514160, 5.000000, 3.000000, Joint, 82.000000, 8.000000, 278.000000, -2.666000, Unit logan sills, Tue Jul 14 10:08:34 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 8cf5a0ae19b1404ff9f5f19e62642491, 691773.330848, 5289362.667933, 47.729126, -90.442436, 15T, 193.514160, 5.000000, 3.000000, Joint, 86.000000, 85.000000, 355.000000, -2.666000, Unit logan sills, Tue Jul 14 10:08:18 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 78d15395c161adf0f0cfd07b159b87b0, 691773.330848, 5289362.667933, 47.729126, -90.442436, 15T, 193.514160, 5.000000, 3.000000, Joint, 85.000000, 70.000000, 340.000000, -2.666000, Unit logan sills, Tue Jul 14 10:08:08 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, a42ae98d21b387bc1f866ab0e6760e11, 692386.738540, 5289806.421643, 47.732932, -90.434068, 15T, 196.831543, 5.000000, 3.000000, Bedding, 13.000000, 172.000000, 82.000000, -2.666000, Good Harbour Bay Andesite, Fri Jul 10 07:45:52 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 09f9c5fdc13588a31f60079dc49e0eed, 692384.840512, 5289805.416868, 47.732924, -90.434094, 15T, 197.664001, 5.000000, 3.000000, Bedding, 9.000000, 172.000000, 82.000000, -2.666000, Good Harbour Bay Andesite, Fri Jul 10 07:45:32 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, a5d0ede7fe0c4c5ab8744a8cb0b63716, 692383.467676, 5289804.699936, 47.732918, -90.434112, 15T, 197.270874, 5.000000, 3.000000, Bedding, 14.000000, 154.000000, 64.000000, -2.666000, Good Harbour Bay Andesite, Fri Jul 10 07:45:12 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, 541de4cb7c9b1742fb6d3772a4c38270, 692383.467676, 5289804.699936, 47.732918, -90.434112, 15T, 197.270874, 5.000000, 3.000000, Bedding, 13.000000, 157.000000, 67.000000, -2.666000, Good Harbour Bay Andesite, Fri Jul 10 07:45:04 2020, 
744b895ef0ee869a51869c5ce317c69b, Locality 1, ef802ec4d52a2948b61b94ff419c2d21, 692377.645633, 5289798.524837, 47.732864, -90.434192, 15T, 206.452026, 5.000000, 4.000000, Bedding, 8.000000, 174.000000, 84.000000, -2.666000, Good Harbour Bay Andesite, Fri Jul 10 07:43:28 2020, 
