localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, planeType, dip, dipAzimuth, strike, declination, rockUnit, timedate, notes
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 246802bd0415b6193ddb83b4702ce765, 691750.369193, 5289010.962967, 47.725972, -90.442897, 15T, 207.630493, 10.000000, 8.000000, Fault, 48.000000, 226.000000, 136.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:35:48 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 39f0683f159dfad06c5d139e43b3c8cf, 691732.328355, 5289016.740459, 47.726029, -90.443135, 15T, 210.784546, 5.000000, 4.000000, Fault, 59.000000, 236.000000, 146.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:34:54 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, a49e5c9014da75532bd9150cea15758c, 691735.809107, 5289013.652339, 47.726000, -90.443090, 15T, 215.999451, 5.000000, 3.000000, Fault, 50.000000, 200.000000, 110.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:34:36 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 1a8632b07c5781dfaf16cdb44f1bc313, 691735.809107, 5289013.652339, 47.726000, -90.443090, 15T, 215.999451, 5.000000, 3.000000, Fault, 42.000000, 206.000000, 116.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:34:29 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, c43f1dda74c8a73aafd18f47799472cf, 691665.830628, 5288886.618878, 47.724879, -90.444078, 15T, 208.702637, 5.000000, 6.000000, Bedding, 4.000000, 269.000000, 179.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:18:02 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 0b58cc839e5a0ac55e187f3967146408, 691663.041382, 5288888.200585, 47.724894, -90.444114, 15T, 207.334900, 50.000000, 48.000000, Bedding, 5.000000, 197.000000, 107.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:17:27 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, cf2d75972b43914f440b763fd5617029, 691660.513651, 5288889.865531, 47.724910, -90.444147, 15T, 205.689209, 100.000000, 64.000000, Bedding, 7.000000, 222.000000, 132.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:17:19 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 199d5289b4f810b9c70fc7571ac95714, 692369.516797, 5289804.050804, 47.732916, -90.434298, 15T, 191.758911, 5.000000, 3.000000, Bedding, 10.000000, 177.000000, 87.000000, -2.670000, Good Harbor Bay andesite, Fri Jul 10 07:45:31 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 81be66f90269e2f9fccd50348cdff71b, 692370.266307, 5289804.024370, 47.732916, -90.434288, 15T, 192.233521, 5.000000, 3.000000, Bedding, 6.000000, 164.000000, 74.000000, -2.670000, Good Harbor Bay andesite, Fri Jul 10 07:45:17 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, d6303a28cd3bf3d2ec1e3f8fde0a261c, 692371.664117, 5289804.177960, 47.732917, -90.434270, 15T, 192.027344, 5.000000, 3.000000, Bedding, 7.000000, 191.000000, 101.000000, -2.670000, Good Harbor Bay andesite, Fri Jul 10 07:45:04 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 904d024027f74d560b0c8d7861d24b0e, 692371.315353, 5289804.450809, 47.732919, -90.434274, 15T, 192.093384, 5.000000, 3.000000, Bedding, 6.000000, 215.000000, 125.000000, -2.670000, Good Harbor Bay andesite, Fri Jul 10 07:44:56 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 478a9fbe1dd3fbbb3b942e51ae8136fc, 692372.390598, 5289806.743130, 47.732940, -90.434259, 15T, 193.017334, 5.000000, 3.000000, Bedding, 9.000000, 217.000000, 127.000000, -2.670000, Good Harbor Bay andesite, Fri Jul 10 07:44:37 2020, 
