localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, planeType, dip, dipAzimuth, strike, declination, rockUnit, timedate, notes
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 5c38d0b8b32103a0bbff69435e008e87, 691735.703800, 5289018.362640, 47.726043, -90.443089, 15T, 212.527161, 5.000000, 3.000000, Joint, 56.000000, 356.000000, 266.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:41:32 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 8f90430dd0b3e4294c21e3a461165804, 691735.431312, 5289017.850087, 47.726038, -90.443093, 15T, 212.093811, 5.000000, 3.000000, Joint, 79.000000, 80.000000, 350.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:41:27 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 934cd96026d018fa60f0b59840ea68a1, 691735.431312, 5289017.850087, 47.726038, -90.443093, 15T, 212.093811, 5.000000, 3.000000, Joint, 76.000000, 76.000000, 346.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:41:24 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, d85f95f20b820ffcd28e5cc5600f5fec, 691737.220491, 5289015.876360, 47.726020, -90.443070, 15T, 212.887024, 5.000000, 3.000000, Joint, 61.000000, 338.000000, 248.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:40:13 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 86cf9027cd68f3e378637a107e0bbfe3, 691735.261508, 5289016.324503, 47.726024, -90.443096, 15T, 212.404785, 5.000000, 3.000000, Joint, 76.000000, 99.000000, 9.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:39:47 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, ea405297ab16b62e7baa83540d270359, 691735.383538, 5289016.249273, 47.726024, -90.443094, 15T, 212.611267, 5.000000, 3.000000, Joint, 58.000000, 334.000000, 244.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:39:42 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 7eff34ded25fd4d6e84411b8a17229f8, 691734.747987, 5289016.251585, 47.726024, -90.443103, 15T, 213.257202, 5.000000, 4.000000, Joint, 61.000000, 82.000000, 352.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:39:35 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, fceb6f5d974b7fa9176daa653590d88f, 691735.065855, 5289016.723676, 47.726028, -90.443098, 15T, 213.870422, 5.000000, 3.000000, Joint, 84.000000, 284.000000, 194.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:39:28 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 1c0120d84e33071636665b8fd9206405, 691735.543715, 5289016.352478, 47.726025, -90.443092, 15T, 217.503601, 5.000000, 3.000000, Joint, 73.000000, 324.000000, 234.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:39:08 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, fbb5509509bce644b7f1771c070478a3, 691737.055358, 5289014.971042, 47.726012, -90.443072, 15T, 218.607178, 5.000000, 3.000000, Joint, 78.000000, 92.000000, 2.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:39:02 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 575b643c5b105aceeae1d3035bd3daff, 691735.658199, 5289015.363150, 47.726016, -90.443091, 15T, 219.988770, 5.000000, 4.000000, Joint, 50.000000, 74.000000, 344.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:38:57 2020, 
7b8d8b4641f267367c63dbb2886a5476, Locality 1, 64ed376413438504ca98a44d4ffafe4b, 691735.658199, 5289015.363150, 47.726016, -90.443091, 15T, 219.988770, 5.000000, 4.000000, Joint, 79.000000, 95.000000, 5.000000, -2.670000, Terrace Point basalt, Tue Jul 21 07:38:56 2020, 
